"PLOTID","LON","LAT","cal_val","prob_change","str_dal_ney_3s","vis_sep_1","vis_ign_1","vis_ign_2"
592,-8.39986665689943,6.60716828882421,"none",0.0628769841269841,1,0,0,0
593,-8.40001930337079,6.6162107796986,"none",0.0119166666666667,1,0,0,0
594,-8.40017216323935,6.62525326729246,"none",0.0500880952380952,1,0,0,0
644,-8.38678733368048,6.36301981127254,"none",0.0955571428571428,2,0,0,1
645,-8.38693406741664,6.37206238905588,"none",0.240765079365079,2,0,0,1
647,-8.38722817289426,6.39014753513349,"none",0.174059523809524,2,0,0,0
648,-8.38737554467246,6.39919010341896,"none",0.139592857142857,2,0,0,0
649,-8.38752312916813,6.40823266852964,"none",0.0906333333333333,2,0,0,0
650,-8.38767092639969,6.41727523046114,"none",0.195440476190476,2,0,0,0
651,-8.38781893638561,6.42631778920904,"none",0.658968253968254,3,0,0,0
652,-8.38796715914439,6.43536034476894,"none",0.130893650793651,2,0,0,0
653,-8.38811559469453,6.44440289713642,"none",0.690309523809524,3,0,0,0
654,-8.38826424305459,6.45344544630708,"none",0.0913571428571428,2,0,0,0
655,-8.38841310424313,6.4624879922765,"none",0.0202857142857143,1,0,0,0
656,-8.38856217827876,6.47153053504029,"none",0.228728571428571,2,0,0,1
657,-8.3887114651801,6.48057307459403,"none",0.0379333333333333,1,0,0,1
658,-8.38886096496581,6.48961561093332,"none",0.0195,1,0,0,0
659,-8.38901067765457,6.49865814405375,"none",0.003,1,1,0,0
660,-8.38916060326509,6.50770067395092,"none",0.0464833333333333,1,0,0,0
661,-8.3893107418161,6.51674320062041,"none",0.123778571428571,2,0,0,0
662,-8.38946109332638,6.52578572405782,"none",0.0680547619047619,1,0,0,0
663,-8.3896116578147,6.53482824425875,"none",0.0348238095238095,1,0,0,0
664,-8.3897624352999,6.54387076121878,"none",0.290745238095238,2,0,0,0
665,-8.38991342580081,6.55291327493353,"none",0.24633253968254,2,0,0,0
666,-8.39006462933631,6.56195578539858,"none",0.0907396825396825,2,0,0,0
667,-8.39021604592531,6.57099829260953,"none",0.0162380952380952,1,0,0,0
668,-8.39036767558672,6.58004079656196,"none",0.0518071428571429,1,0,0,0
669,-8.39051951833952,6.58908329725149,"none",0.086847619047619,2,0,0,0
670,-8.39067157420267,6.59812579467371,"none",0.100121428571429,2,0,0,1
671,-8.39082384319519,6.60716828882421,"none",0.0923468253968254,2,0,0,0
672,-8.39097632533613,6.6162107796986,"none",0.186259523809524,2,0,0,1
673,-8.39112902064454,6.62525326729246,"none",0.0188357142857143,1,0,0,0
727,-8.37774887013354,6.36301981127254,"none",0.223142063492063,2,0,0,0
728,-8.37789544573434,6.37206238905588,"none",0.556656349206349,3,0,0,0
729,-8.37804223376829,6.38110496367766,"none",0.22744126984127,2,0,0,1
730,-8.37818923425369,6.39014753513349,"none",0.100334920634921,2,0,0,1
731,-8.37833644720893,6.39919010341896,"none",0.138392857142857,2,0,0,0
732,-8.37848387265238,6.40823266852964,"none",0.342231746031746,3,0,0,0
733,-8.37863151060247,6.41727523046114,"none",0.257601587301587,2,0,0,0
734,-8.37877936107762,6.42631778920904,"none",0.120566666666667,2,0,0,0
735,-8.37892742409633,6.43536034476894,"none",0.186971428571429,2,0,0,0
736,-8.37907569967708,6.44440289713642,"none",0.326260317460317,3,0,0,0
737,-8.37922418783839,6.45344544630708,"none",0.0435857142857143,1,0,0,0
738,-8.37937288859882,6.4624879922765,"none",0.1199,2,0,0,1
